Days for shipment (scheduled),Order Processing Time,Order Item Quantity,Order Month,Discounted Item,Type_DEBIT,Type_TRANSFER,Shipping Mode_Second Class,Shipping Mode_Standard Class,Customer Segment_Home Office,Customer Segment_Corporate,Order Status_PENDING,Order Status_PROCESSING,Order Status_SUSPECTED_FRAUD,Delay Probability,Expected Cost,Premium
0,0,1,4,1,0,0,0,0,0,1,0,0,0,0.48412755,48.412754,61.33339
2,3,2,1,1,0,1,1,0,0,0,0,1,0,0.99993825,99.99383,115.493515
4,2,1,5,1,0,1,0,1,0,0,0,0,1,2.42339e-06,0.000242339,10.500254
2,2,2,5,1,1,0,1,0,0,0,0,0,0,8.516277e-05,0.008516277,10.508942
2,4,2,2,1,0,0,1,0,1,0,0,0,0,0.99999166,99.99917,115.49912
1,2,3,2,1,0,1,0,0,0,0,0,1,0,0.99998593,99.9986,115.49852
4,2,1,11,1,0,0,0,1,0,0,0,0,0,2.1806054e-06,0.00021806054,10.500229
0,0,4,6,1,0,1,0,0,0,0,1,0,0,0.59800565,59.800564,73.290596
4,6,5,7,1,1,0,0,1,0,1,0,0,0,0.99998546,99.99854,115.49847
4,5,2,2,1,1,0,0,1,0,0,0,0,0,0.99998534,99.998535,115.49846
1,2,2,11,1,1,0,0,0,0,1,0,0,0,0.9999751,99.997505,115.497375
4,5,1,10,1,1,0,0,1,0,0,0,0,0,0.99998546,99.99854,115.49847
2,4,1,7,1,1,0,1,0,1,0,0,0,0,0.99999046,99.99905,115.49899
1,2,5,8,1,0,0,0,0,0,1,0,0,0,0.9999778,99.99778,115.497665
4,4,1,1,1,0,0,0,1,0,1,0,0,0,3.1707794e-05,0.0031707794,10.503329
4,4,4,7,1,1,0,0,1,0,0,0,0,0,3.1380237e-05,0.0031380237,10.503294
4,5,4,12,1,1,0,0,1,0,0,0,0,0,0.99998546,99.99854,115.49847
4,3,5,3,1,1,0,0,1,0,1,0,0,0,5.347567e-06,0.0005347567,10.500562
4,2,2,1,1,0,1,0,1,0,0,1,0,0,1.9795464e-06,0.00019795464,10.500208
4,3,5,8,1,1,0,0,1,0,0,0,0,0,5.347567e-06,0.0005347567,10.500562
4,5,1,8,1,0,1,0,1,0,0,0,1,0,0.9999858,99.99858,115.498505
4,4,4,9,1,0,0,0,1,0,0,0,0,0,3.1599728e-05,0.0031599728,10.503317
2,4,4,4,1,0,0,1,0,0,0,0,0,0,0.9999906,99.99906,115.49901
4,5,4,7,1,1,0,0,1,0,1,0,0,0,0.99998546,99.99854,115.49847
2,2,3,2,1,1,0,1,0,0,0,0,0,0,6.848763e-05,0.0068487627,10.507191
4,6,3,1,1,0,1,0,1,1,0,1,0,0,0.99998236,99.99824,115.498146
4,2,1,7,1,0,1,0,1,1,0,0,1,0,1.4100436e-06,0.00014100436,10.500148
1,2,1,1,1,1,0,0,0,0,1,0,0,0,0.99998546,99.99854,115.49847
1,2,4,6,1,0,0,0,0,0,0,0,0,0,0.99998724,99.998726,115.49866
4,2,1,3,1,0,1,0,1,0,0,0,1,0,2.271087e-06,0.0002271087,10.500237
4,3,1,1,1,1,0,0,1,0,0,0,0,0,5.301349e-06,0.0005301349,10.500556
4,3,2,3,0,0,0,0,1,1,0,0,0,0,5.3815934e-06,0.00053815934,10.500565
1,2,1,4,1,1,0,0,0,0,0,0,0,0,0.9999802,99.998024,115.49792
4,6,1,1,1,1,0,0,1,0,1,0,0,0,0.9999856,99.99856,115.49848
4,5,4,1,1,0,0,0,1,0,1,0,0,0,0.9999856,99.99856,115.49848
2,2,2,12,1,0,1,1,0,1,0,1,0,0,6.697578e-05,0.006697578,10.507032
4,4,1,8,1,0,0,0,1,0,1,0,0,0,3.1599728e-05,0.0031599728,10.503317
4,4,1,5,1,1,0,0,1,0,0,0,0,0,3.1380237e-05,0.0031380237,10.503294
4,3,1,1,0,0,0,0,1,0,0,0,0,0,5.301349e-06,0.0005301349,10.500556
4,5,1,8,1,1,0,0,1,1,0,0,0,0,0.99998546,99.99854,115.49847
4,5,3,7,1,0,0,0,1,0,0,0,0,0,0.9999856,99.99856,115.49848
4,4,1,10,1,0,1,0,1,0,0,1,0,0,3.1573403e-05,0.0031573402,10.503315
2,2,1,8,1,0,1,1,0,0,1,0,1,0,9.510833e-05,0.009510833,10.509986
0,0,1,2,1,0,0,0,0,0,1,0,0,0,0.4791595,47.91595,60.811745
0,0,1,3,1,0,1,0,0,0,0,1,0,0,0.48136786,48.136787,61.043625
4,5,1,3,1,1,0,0,1,1,0,0,0,0,0.9999856,99.99856,115.49848
0,0,5,6,1,1,0,0,0,1,0,0,0,0,0.7567711,75.67711,89.96096
4,3,1,2,1,0,0,0,1,1,0,0,0,0,6.112236e-06,0.0006112236,10.500642
4,3,1,4,1,0,1,0,1,0,0,0,0,0,4.9441414e-06,0.0004944141,10.500518
4,4,4,10,0,1,0,0,1,0,1,0,0,0,3.1380237e-05,0.0031380237,10.503294
4,2,1,1,1,0,0,0,1,1,0,0,0,0,1.4306936e-06,0.00014306937,10.50015
4,4,1,3,1,1,0,0,1,1,0,0,0,0,3.1579908e-05,0.0031579908,10.503315
4,2,2,11,1,0,1,0,1,0,0,0,1,0,1.6800518e-06,0.00016800518,10.500175
4,3,1,9,1,0,1,0,1,0,0,0,0,0,4.9441414e-06,0.0004944141,10.500518
2,3,2,4,1,0,0,1,0,0,0,0,0,0,0.9999447,99.99447,115.49419
4,6,2,10,1,1,0,0,1,0,0,0,0,0,0.99998546,99.99854,115.49847
2,4,3,7,1,1,0,1,0,0,1,0,0,0,0.99999046,99.99905,115.49899
1,2,3,1,1,0,0,0,0,0,0,0,0,0,0.9999857,99.998566,115.49849
4,5,1,11,1,0,0,0,1,0,0,0,0,0,0.9999856,99.99856,115.49848
2,6,1,12,1,0,0,1,0,0,0,0,0,0,0.9999974,99.99974,115.499725
4,3,3,7,1,0,1,0,1,0,0,0,1,0,5.4655798e-06,0.000546558,10.500573
2,3,5,7,1,0,1,1,0,0,0,0,1,0,0.9999455,99.99455,115.49428
4,6,1,1,1,1,0,0,1,0,1,0,0,0,0.9999856,99.99856,115.49848
4,2,1,5,1,0,0,0,1,1,0,0,0,0,1.4826365e-06,0.00014826366,10.5001545
4,6,1,12,1,0,0,0,1,0,1,0,0,0,0.9999856,99.99856,115.49848
4,3,1,10,1,1,0,0,1,0,0,0,0,0,5.347567e-06,0.0005347567,10.500562
0,0,2,6,1,1,0,0,0,0,0,0,0,0,0.50112456,50.112457,63.118076
2,2,3,2,1,0,1,1,0,0,0,0,1,0,8.8735615e-05,0.008873561,10.509317
1,2,5,4,0,1,0,0,0,0,0,0,0,0,0.99998367,99.99837,115.49828
4,5,1,10,1,0,1,0,1,0,1,1,0,0,0.9999856,99.99856,115.49848
0,0,1,8,1,0,0,0,0,0,1,0,0,0,0.56572735,56.572735,69.901375
2,2,4,7,1,0,0,1,0,0,0,0,0,0,7.310906e-05,0.0073109064,10.507676
4,3,3,8,1,1,0,0,1,0,0,0,0,0,5.347567e-06,0.0005347567,10.500562
4,3,1,4,1,1,0,0,1,1,0,0,0,0,5.6389295e-06,0.00056389294,10.500591
4,6,1,2,1,0,0,0,1,0,1,0,0,0,0.9999856,99.99856,115.49848
0,0,5,3,1,0,1,0,0,0,1,0,1,0,0.7712179,77.12179,91.477875
1,2,4,4,1,1,0,0,0,0,1,0,0,0,0.9999876,99.998764,115.498695
4,6,1,9,1,1,0,0,1,0,1,0,0,0,0.99998546,99.99854,115.49847
1,2,1,10,1,0,0,0,0,1,0,0,0,0,0.9999745,99.99745,115.49732
4,6,3,4,1,0,1,0,1,0,1,1,0,0,0.9999856,99.99856,115.49848
4,5,1,10,1,1,0,0,1,1,0,0,0,0,0.99998546,99.99854,115.49847
4,3,1,8,1,0,1,0,1,0,1,1,0,0,5.3804847e-06,0.00053804845,10.500565
4,6,5,3,1,0,1,0,1,0,1,0,1,0,0.99998426,99.99843,115.498344
1,2,4,8,1,0,0,0,0,0,0,0,0,0,0.99998605,99.998604,115.49853
0,0,3,5,1,0,0,0,0,0,0,0,0,0,0.53717047,53.71705,66.9029
0,0,1,7,1,0,0,0,0,1,0,0,0,0,0.3406049,34.06049,46.26351
2,2,1,6,1,1,0,1,0,1,0,0,0,0,8.90163e-05,0.00890163,10.509346
2,6,4,4,1,0,1,1,0,0,1,0,1,0,0.9999975,99.99975,115.49973
4,4,1,3,1,0,1,0,1,0,0,1,0,0,3.1573403e-05,0.0031573402,10.503315
4,5,1,2,1,0,0,0,1,1,0,0,0,0,0.99998724,99.998726,115.49866
4,5,1,2,1,0,0,0,1,0,0,0,0,0,0.99998534,99.998535,115.49846
4,4,1,2,1,1,0,0,1,0,1,0,0,0,3.1707794e-05,0.0031707794,10.503329
4,6,1,6,1,1,0,0,1,0,1,0,0,0,0.99998546,99.99854,115.49847
2,3,1,4,1,0,0,1,0,1,0,0,0,0,0.9999472,99.99472,115.49445
4,5,1,9,1,1,0,0,1,0,0,0,0,0,0.99998546,99.99854,115.49847
4,3,5,9,1,0,0,0,1,0,1,0,0,0,5.3849717e-06,0.0005384972,10.500566
2,3,1,1,1,0,0,1,0,0,1,0,0,0,0.9999448,99.994484,115.4942
4,4,2,3,1,0,1,0,1,0,1,1,0,0,3.1573403e-05,0.0031573402,10.503315
2,2,1,7,1,0,1,1,0,0,1,1,0,0,7.785618e-05,0.0077856183,10.508175
4,6,1,7,1,1,0,0,1,0,0,0,0,0,0.99998546,99.99854,115.49847
4,4,5,3,1,0,0,0,1,0,1,0,0,0,3.1599728e-05,0.0031599728,10.503317
1,2,1,4,1,1,0,0,0,0,1,0,0,0,0.99998486,99.99849,115.498405
2,2,1,4,1,0,0,1,0,1,0,0,0,0,8.523597e-05,0.008523597,10.508949
4,3,2,1,1,0,0,0,1,1,0,0,0,0,5.2213404e-06,0.00052213407,10.500547
4,6,1,12,1,0,1,0,1,0,0,0,1,0,0.9999851,99.99851,115.498436
4,4,1,11,1,1,0,0,1,0,0,0,0,0,3.1380237e-05,0.0031380237,10.503294
2,3,5,9,1,1,0,1,0,1,0,0,0,0,0.9999441,99.99441,115.494125
4,6,2,6,1,1,0,0,1,0,0,0,0,0,0.99998546,99.99854,115.49847
4,4,3,4,1,1,0,0,1,1,0,0,0,0,3.308995e-05,0.003308995,10.503474
4,3,1,11,1,0,0,0,1,0,0,0,0,0,5.3849717e-06,0.0005384972,10.500566
0,0,3,1,1,0,0,0,0,0,0,0,0,0,0.5201898,52.018982,65.11993
4,2,3,9,1,1,0,0,1,0,1,0,0,0,1.6719879e-06,0.00016719878,10.5001745
4,6,1,6,1,1,0,0,1,0,0,0,0,0,0.99998546,99.99854,115.49847
1,2,2,5,1,0,0,0,0,0,0,0,0,0,0.99998426,99.99843,115.498344
4,6,4,6,1,0,0,0,1,0,1,0,0,0,0.9999856,99.99856,115.49848
2,3,5,8,1,1,0,1,0,0,0,0,0,0,0.9999442,99.99442,115.49414
2,6,1,5,1,1,0,1,0,0,1,0,0,0,0.9999974,99.99974,115.499725
4,6,1,4,1,0,1,0,1,0,0,1,0,0,0.9999856,99.99856,115.49848
4,5,1,2,1,0,1,0,1,0,0,0,1,0,0.99998665,99.998665,115.4986
4,3,3,1,1,1,0,0,1,0,0,0,0,0,5.301349e-06,0.0005301349,10.500556
1,2,1,6,1,1,0,0,0,1,0,0,0,0,0.9999881,99.99881,115.49875
1,2,1,7,1,1,0,0,0,0,1,0,0,0,0.9999858,99.99858,115.498505
4,6,3,7,1,0,0,0,1,0,0,0,0,0,0.9999856,99.99856,115.49848
2,4,3,9,1,1,0,1,0,0,1,0,0,0,0.99999046,99.99905,115.49899
4,4,5,10,1,1,0,0,1,1,0,0,0,0,3.1279284e-05,0.0031279284,10.5032835
4,3,3,3,1,0,1,0,1,0,1,1,0,0,5.3804847e-06,0.00053804845,10.500565
4,4,1,11,1,1,0,0,1,0,0,0,0,0,3.1380237e-05,0.0031380237,10.503294
4,4,1,8,1,0,0,0,1,0,0,0,0,0,3.1599728e-05,0.0031599728,10.503317
4,6,1,11,1,0,1,0,1,0,1,0,1,0,0.9999851,99.99851,115.498436
4,4,5,5,1,0,0,0,1,0,0,0,0,0,3.1599728e-05,0.0031599728,10.503317
4,5,1,8,1,0,1,0,1,0,1,1,0,0,0.9999856,99.99856,115.49848
4,5,1,1,0,1,0,0,1,0,0,0,0,0,0.99998534,99.998535,115.49846
4,6,1,1,1,1,0,0,1,1,0,0,0,0,0.9999851,99.99851,115.498436
4,4,1,1,1,0,0,0,1,0,0,0,0,0,3.1109033e-05,0.0031109033,10.503266
2,2,3,2,1,0,0,1,0,0,1,0,0,0,7.3821386e-05,0.0073821386,10.507751
2,2,1,1,1,0,0,1,0,0,0,0,0,0,7.268703e-05,0.0072687026,10.507632
1,2,1,8,1,1,0,0,0,0,1,0,0,0,0.99999166,99.99917,115.49912
4,4,1,8,1,0,0,0,1,0,0,0,0,0,3.1599728e-05,0.0031599728,10.503317
4,5,3,4,1,0,0,0,1,0,0,0,0,0,0.9999856,99.99856,115.49848
2,3,2,2,1,1,0,1,0,1,0,0,0,0,0.9999342,99.99342,115.49309
1,2,5,5,1,0,0,0,0,1,0,0,0,0,0.9999883,99.99883,115.49877
0,0,4,8,1,1,0,0,0,0,0,0,0,0,0.53761715,53.761715,66.9498
2,6,1,1,1,1,0,1,0,0,0,0,0,0,0.9999974,99.99974,115.499725
2,6,2,1,1,1,0,1,0,1,0,0,0,0,0.9999974,99.99974,115.499725
4,2,5,4,1,1,0,0,1,0,0,0,0,0,1.6579341e-06,0.00016579342,10.500174
2,4,1,11,1,0,1,1,0,0,1,0,1,0,0.99999034,99.99903,115.49898
4,3,3,3,1,1,0,0,1,0,1,0,0,0,5.347567e-06,0.0005347567,10.500562
4,3,1,12,1,0,1,0,1,0,1,1,0,0,5.3804847e-06,0.00053804845,10.500565
4,4,1,10,1,1,0,0,1,0,0,0,0,0,3.1380237e-05,0.0031380237,10.503294
4,3,1,4,1,0,1,0,1,0,1,1,0,0,5.3804847e-06,0.00053804845,10.500565
2,2,1,3,1,0,0,1,0,0,0,0,0,0,7.69079e-05,0.0076907896,10.508075
1,2,3,10,1,0,0,0,0,0,0,0,0,0,0.9999839,99.99839,115.49831
1,2,1,10,1,0,1,0,0,1,0,1,0,0,0.99995697,99.9957,115.495476
4,6,4,6,1,0,0,0,1,1,0,0,0,0,0.99998546,99.99854,115.49847
4,3,1,6,1,0,0,0,1,0,1,0,0,0,5.3849717e-06,0.0005384972,10.500566
2,5,1,1,1,0,0,1,0,0,1,0,0,0,0.9999975,99.99975,115.49973
4,4,2,8,1,0,0,0,1,1,0,0,0,0,3.1279284e-05,0.0031279284,10.5032835
2,3,1,7,1,0,1,1,0,0,1,0,1,0,0.9999455,99.99455,115.49428
4,3,1,1,0,1,0,0,1,1,0,0,0,0,5.2213404e-06,0.00052213407,10.500547
4,2,1,2,1,1,0,0,1,0,1,0,0,0,1.6619806e-06,0.00016619806,10.500174
4,5,2,3,1,1,0,0,1,0,0,0,0,0,0.99998546,99.99854,115.49847
4,4,5,7,1,0,1,0,1,0,1,0,1,0,3.2072734e-05,0.0032072733,10.503367
4,6,4,3,1,0,0,0,1,0,0,0,0,0,0.9999856,99.99856,115.49848
1,2,1,6,1,1,0,0,0,0,0,0,0,0,0.99998343,99.998344,115.49825
4,5,2,9,1,1,0,0,1,1,0,0,0,0,0.99998546,99.99854,115.49847
2,2,1,8,1,0,1,1,0,0,0,1,0,0,7.004502e-05,0.0070045018,10.507355
4,3,1,10,1,1,0,0,1,0,0,0,0,0,5.347567e-06,0.0005347567,10.500562
4,2,2,4,1,0,0,0,1,0,0,0,0,0,1.7173049e-06,0.0001717305,10.500179
4,3,1,1,1,0,0,0,1,0,1,0,0,0,5.4033876e-06,0.00054033875,10.500567
4,5,1,11,1,0,1,0,1,0,1,0,0,0,0.99998426,99.99843,115.498344
4,3,1,5,1,0,0,0,1,0,1,0,0,0,5.3849717e-06,0.0005384972,10.500566
4,2,2,2,1,1,0,0,1,0,1,0,0,0,1.9459667e-06,0.00019459667,10.500204
4,6,5,1,1,0,1,0,1,1,0,1,0,0,0.99998236,99.99824,115.498146
4,6,2,6,1,1,0,0,1,0,0,0,0,0,0.99998546,99.99854,115.49847
4,5,1,5,1,1,0,0,1,0,0,0,0,0,0.99998546,99.99854,115.49847
0,0,1,10,1,0,1,0,0,0,1,1,0,0,0.64365375,64.36537,78.08363
1,2,1,5,1,0,1,0,0,0,1,0,1,0,0.9999838,99.99838,115.4983
4,6,1,6,1,1,0,0,1,0,0,0,0,0,0.99998546,99.99854,115.49847
4,3,1,7,1,0,0,0,1,0,0,0,0,0,5.3849717e-06,0.0005384972,10.500566
4,5,1,10,1,0,1,0,1,0,0,0,1,0,0.9999851,99.99851,115.498436
4,5,1,4,1,0,1,0,1,0,0,0,0,1,0.99998724,99.998726,115.49866
4,3,1,3,1,0,1,0,1,0,1,1,0,0,5.3804847e-06,0.00053804845,10.500565
4,2,1,7,1,0,0,0,1,0,1,0,0,0,1.7667661e-06,0.0001766766,10.500185
4,6,1,7,1,0,0,0,1,0,1,0,0,0,0.9999856,99.99856,115.49848
2,3,4,2,1,0,0,1,0,0,0,0,0,0,0.99994373,99.99437,115.49408
1,2,5,4,1,0,1,0,0,0,0,0,0,0,0.9999813,99.99813,115.49803
4,6,5,6,1,0,1,0,1,0,1,0,1,0,0.9999858,99.99858,115.498505
2,2,2,10,1,1,0,1,0,0,0,0,0,0,8.469587e-05,0.008469587,10.508893
4,6,5,12,1,0,0,0,1,1,0,0,0,0,0.99998546,99.99854,115.49847
4,6,1,8,1,1,0,0,1,0,0,0,0,0,0.99998546,99.99854,115.49847
4,4,1,2,1,0,0,0,1,0,0,0,0,0,3.1109033e-05,0.0031109033,10.503266
2,6,3,6,1,1,0,1,0,0,0,0,0,0,0.9999974,99.99974,115.499725
0,0,4,2,0,1,0,0,0,0,0,0,0,0,0.2704816,27.048159,38.900562
2,2,1,5,1,0,1,1,0,0,0,1,0,0,6.1915496e-05,0.00619155,10.5065
4,4,4,2,1,0,1,0,1,0,0,0,1,0,3.0474406e-05,0.0030474407,10.503199
4,2,4,9,1,0,1,0,1,0,0,1,0,0,1.4364645e-06,0.00014364645,10.500151
4,3,4,10,1,0,1,0,1,0,1,0,1,0,5.23639e-06,0.00052363897,10.500549
4,2,1,4,1,1,0,0,1,1,0,0,0,0,1.8751572e-06,0.00018751572,10.500196
4,6,3,1,1,1,0,0,1,1,0,0,0,0,0.9999851,99.99851,115.498436
4,2,5,4,1,1,0,0,1,0,0,0,0,0,1.6579341e-06,0.00016579342,10.500174
4,4,1,8,1,0,0,0,1,0,0,0,0,0,3.1599728e-05,0.0031599728,10.503317
4,3,2,4,1,1,0,0,1,0,0,0,0,0,5.347567e-06,0.0005347567,10.500562
1,2,1,8,1,1,0,0,0,0,1,0,0,0,0.99999166,99.99917,115.49912
4,3,5,4,1,0,1,0,1,1,0,0,1,0,5.6389295e-06,0.00056389294,10.500591
1,2,1,5,1,1,0,0,0,0,0,0,0,0,0.9999869,99.99869,115.49862
4,3,1,6,1,1,0,0,1,0,0,0,0,0,5.347567e-06,0.0005347567,10.500562
2,4,4,6,1,0,0,1,0,1,0,0,0,0,0.99999046,99.99905,115.49899
4,2,4,7,1,0,0,0,1,0,0,0,0,0,1.7229333e-06,0.00017229334,10.500181
1,2,1,1,1,0,0,0,0,0,1,0,0,0,0.9999871,99.99871,115.49864
4,3,1,1,1,0,1,0,1,0,1,1,0,0,5.3591457e-06,0.00053591456,10.500563
4,2,1,5,1,1,0,0,1,0,0,0,0,0,1.9310255e-06,0.00019310255,10.500202
4,5,1,7,1,1,0,0,1,0,0,0,0,0,0.99998546,99.99854,115.49847
4,6,1,7,0,0,0,0,1,1,0,0,0,0,0.99998546,99.99854,115.49847
0,0,2,10,1,0,0,0,0,1,0,0,0,0,0.12205094,12.205094,23.315348
2,3,1,9,1,1,0,1,0,0,0,0,0,0,0.9999442,99.99442,115.49414
4,6,4,6,1,1,0,0,1,0,0,0,0,0,0.99998546,99.99854,115.49847
4,2,1,3,1,0,0,0,1,0,0,0,0,0,1.8124659e-06,0.00018124659,10.50019
1,2,4,1,1,0,0,0,0,0,0,0,0,0,0.9999845,99.99845,115.49837
1,2,1,3,1,0,0,0,0,1,0,0,0,0,0.9999864,99.99864,115.498566
4,4,1,9,1,0,1,0,1,0,0,1,0,0,3.1573403e-05,0.0031573402,10.503315
2,3,1,4,1,0,1,1,0,0,0,1,0,0,0.99994457,99.99445,115.49417
4,6,4,12,1,0,1,0,1,0,0,1,0,0,0.9999856,99.99856,115.49848
2,2,1,7,1,1,0,1,0,0,0,0,0,0,7.972173e-05,0.007972172,10.508369
2,2,2,2,1,0,1,1,0,0,0,0,1,0,0.000103205995,0.010320599,10.510837
4,4,4,3,0,1,0,0,1,0,1,0,0,0,3.1380237e-05,0.0031380237,10.503294
2,6,1,5,1,0,1,1,0,0,0,0,1,0,0.9999975,99.99975,115.49973
1,2,4,8,1,0,1,0,0,0,1,0,1,0,0.99998164,99.99816,115.49806
4,6,1,4,1,0,1,0,1,0,1,0,1,0,0.9999858,99.99858,115.498505
4,3,4,12,1,1,0,0,1,0,1,0,0,0,5.347567e-06,0.0005347567,10.500562
4,2,1,2,1,0,1,0,1,0,0,0,1,0,2.0172326e-06,0.00020172326,10.500212
2,3,1,1,1,1,0,1,0,0,0,0,0,0,0.99994373,99.99437,115.49408
4,6,2,9,1,0,0,0,1,1,0,0,0,0,0.99998546,99.99854,115.49847
4,6,5,2,1,0,1,0,1,0,0,0,1,0,0.99998605,99.998604,115.49853
4,3,2,7,1,1,0,0,1,1,0,0,0,0,5.330362e-06,0.0005330362,10.500559
1,2,1,5,1,1,0,0,0,0,0,0,0,0,0.9999869,99.99869,115.49862
4,6,5,7,1,1,0,0,1,0,1,0,0,0,0.99998546,99.99854,115.49847
4,2,1,3,1,0,0,0,1,1,0,0,0,0,1.910834e-06,0.00019108341,10.500199
4,4,1,9,1,0,0,0,1,0,1,0,0,0,3.1599728e-05,0.0031599728,10.503317
4,6,1,2,1,0,0,0,1,0,1,0,0,0,0.9999856,99.99856,115.49848
4,3,2,6,1,0,0,0,1,1,0,0,0,0,5.330362e-06,0.0005330362,10.500559
4,4,1,7,1,0,1,0,1,0,1,0,0,0,2.9012941e-05,0.002901294,10.503046
1,2,1,3,1,1,0,0,0,0,1,0,0,0,0.99998486,99.99849,115.498405
0,0,4,10,1,1,0,0,0,0,0,0,0,0,0.53759384,53.759384,66.94735
0,0,2,5,1,0,0,0,0,0,1,0,0,0,0.49114296,49.114296,62.070007
4,5,2,1,1,0,1,0,1,0,1,1,0,0,0.99998546,99.99854,115.49847
4,3,1,7,1,0,0,0,1,1,0,0,0,0,5.330362e-06,0.0005330362,10.500559
2,2,1,6,1,1,0,1,0,0,0,0,0,0,7.1757204e-05,0.0071757203,10.507534
4,3,1,10,1,0,0,0,1,0,1,0,0,0,5.3849717e-06,0.0005384972,10.500566
4,2,1,4,0,0,0,0,1,0,0,0,0,0,1.8483139e-06,0.00018483138,10.500194
4,3,4,6,1,0,1,0,1,0,0,0,1,0,5.4655798e-06,0.000546558,10.500573
4,4,1,12,1,0,0,0,1,0,1,0,0,0,3.1599728e-05,0.0031599728,10.503317
4,2,1,12,1,0,0,0,1,0,0,0,0,0,1.6380031e-06,0.00016380032,10.500172
4,3,1,10,1,0,1,0,1,1,0,0,1,0,5.330362e-06,0.0005330362,10.500559
4,5,1,3,1,0,1,0,1,0,0,1,0,0,0.9999856,99.99856,115.49848
4,6,1,2,1,0,0,0,1,0,0,0,0,0,0.99998534,99.998535,115.49846
2,2,4,4,1,0,0,1,0,0,1,0,0,0,7.591453e-05,0.0075914534,10.50797
2,3,2,12,1,1,0,1,0,0,1,0,0,0,0.9999442,99.99442,115.49414
1,2,1,3,1,0,1,0,0,1,0,0,0,1,0.99994624,99.99462,115.49435
1,2,1,3,1,1,0,0,0,0,1,0,0,0,0.99998486,99.99849,115.498405
4,3,1,1,1,0,1,0,1,1,0,0,1,0,6.723776e-06,0.0006723776,10.500706
2,4,1,7,0,0,1,1,0,0,0,1,0,0,0.9999906,99.99906,115.49901
2,4,1,7,1,0,1,1,0,0,1,1,0,0,0.9999906,99.99906,115.49901
4,2,2,8,1,1,0,0,1,0,1,0,0,0,2.419169e-06,0.0002419169,10.500254
4,6,5,9,1,0,1,0,1,0,0,0,1,0,0.9999851,99.99851,115.498436
4,3,1,11,1,0,1,0,1,0,0,0,1,0,5.23639e-06,0.00052363897,10.500549
2,2,1,11,1,0,1,1,0,0,1,1,0,0,7.57847e-05,0.0075784703,10.507957
4,3,1,4,1,0,0,0,1,0,0,0,0,0,5.3849717e-06,0.0005384972,10.500566
4,5,3,6,1,1,0,0,1,0,0,0,0,0,0.99998546,99.99854,115.49847
4,6,3,9,1,0,0,0,1,0,0,0,0,0,0.9999856,99.99856,115.49848
1,2,1,12,1,0,1,0,0,1,0,1,0,0,0.99999046,99.99905,115.49899
4,3,5,7,1,0,1,0,1,1,0,0,1,0,5.330362e-06,0.0005330362,10.500559
4,6,5,9,1,0,0,0,1,0,1,0,0,0,0.9999856,99.99856,115.49848
4,4,5,1,1,0,0,0,1,0,0,0,0,0,3.1109033e-05,0.0031109033,10.503266
4,2,3,2,1,0,0,0,1,0,0,0,0,0,1.5901726e-06,0.00015901726,10.500167
4,3,5,8,1,0,0,0,1,0,1,0,0,0,5.3849717e-06,0.0005384972,10.500566
0,0,1,4,1,0,1,0,0,1,0,0,1,0,0.26186156,26.186157,37.995464
4,2,1,5,1,0,0,0,1,1,0,0,0,0,1.4826365e-06,0.00014826366,10.5001545
0,0,1,7,1,1,0,0,0,0,0,0,0,0,0.49393293,49.39329,62.362953
4,5,2,5,1,0,1,0,1,0,0,1,0,0,0.9999856,99.99856,115.49848
1,2,1,7,1,0,1,0,0,0,0,1,0,0,0.9999844,99.998436,115.49835
4,5,1,3,1,1,0,0,1,1,0,0,0,0,0.9999856,99.99856,115.49848
1,2,5,1,1,1,0,0,0,0,0,0,0,0,0.99998665,99.998665,115.4986
4,6,1,11,1,0,0,0,1,0,0,0,0,0,0.9999856,99.99856,115.49848
2,2,1,1,1,0,0,1,0,0,0,0,0,0,7.268703e-05,0.0072687026,10.507632
1,2,5,8,1,1,0,0,0,0,0,0,0,0,0.99998486,99.99849,115.498405
4,6,1,9,1,1,0,0,1,1,0,0,0,0,0.99998546,99.99854,115.49847
4,5,3,2,0,0,0,0,1,0,1,0,0,0,0.9999856,99.99856,115.49848
4,4,1,5,1,0,1,0,1,0,0,0,1,0,3.2072734e-05,0.0032072733,10.503367
1,2,1,2,1,0,1,0,0,0,0,0,1,0,0.9999863,99.99863,115.49855
4,5,3,2,1,1,0,0,1,1,0,0,0,0,0.9999846,99.99846,115.498375
1,2,3,10,1,1,0,0,0,0,0,0,0,0,0.99998474,99.998474,115.49839
2,5,1,1,0,0,1,1,0,0,0,0,1,0,0.99999714,99.99971,115.49969
4,3,2,6,1,0,1,0,1,0,0,1,0,0,5.3804847e-06,0.00053804845,10.500565
2,3,2,3,1,1,0,1,0,0,1,0,0,0,0.9999442,99.99442,115.49414
4,2,1,9,1,0,1,0,1,0,1,1,0,0,1.8914237e-06,0.00018914237,10.500197
4,6,5,12,1,1,0,0,1,0,1,0,0,0,0.99998546,99.99854,115.49847
2,2,5,4,1,0,0,1,0,0,0,0,0,0,8.013468e-05,0.008013468,10.508414
4,6,2,4,1,0,0,0,1,0,0,0,0,0,0.9999856,99.99856,115.49848
4,2,1,7,0,1,0,0,1,0,0,0,0,0,2.0056332e-06,0.00020056331,10.50021
4,3,5,8,1,1,0,0,1,0,1,0,0,0,5.347567e-06,0.0005347567,10.500562
